target,text,cleaned_text,processed_text
0,off today and it's supposed to rain wtf  just my luck,off today and it is supposed to rain wtf just my luck,today supposed rain wtf luck
0,Cuddling with Sammy before I leave him until Sunday  My baaaby!,cuddling with sammy before i leave him until sunday my baaaby,cuddling sammy leave sunday baaaby
0,stephen just exploded my lemony water ,stephen just exploded my lemony water,stephen exploded lemony water
1,just ha5 dinner at We be shushi. We be happy ,just ha dinner at we be shushi we be happy,ha dinner shushi happy
1,@katrinvillaraza New love!? REALLY? ,new love really,new love really
1,"@Astro_127 Fingers crossed, and all the best to you. Like millions, I'd love to be in your shoes. Maybe just for the launch part though. ",fingers crossed and all the best to you like millions i would love to be in your shoes maybe just for the launch part though,finger crossed best like million would love shoe maybe launch part though
1,"thank you to everyone whose following me, once i get to a PC ill follow u ",thank you to everyone whose following me once i get to a pc ill follow u,thank everyone whose following get pc ill follow
1,@DebbieFletcher Did you see the dinner photos that i send to you ? ,did you see the dinner photos that i send to you,see dinner photo send
0,@flmogirl so glad to see you this weekend!! It had been too long!  Hope you had a safe trip home!,so glad to see you this weekend it had been too long hope you had a safe trip home,glad see weekend long hope safe trip home
0,"I prefer Mindjet MindManager to FreeMind, boo ",i prefer mindjet mindmanager to freemind boo,prefer mindjet mindmanager freemind boo
0, MOT didnt go v.well,mot didnt go vwell,mot didnt go vwell
1,"@OLMMark Yeah, just wrote something. Just published it, actually. Have a third glass of wine left. Bed soon, I guess.  How are ya?",yeah just wrote something just published it actually have a third glass of wine left bed soon i guess how are ya,yeah wrote something published actually third glass wine left bed soon guess ya
1,"@faulko1 Owwwe! Is AndyP in London? Yeh probably if it's anything like the weather here! You say take a brolly, I say take a cab. ",owwwe is andyp in london yeh probably if it is anything like the weather here you say take a brolly i say take a cab,owwwe andyp london yeh probably anything like weather say take brolly say take cab
0,My throat kinda hurts ,my throat kinda hurts,throat kinda hurt
0,caved in and bought some iphone apps... sally's day spa? sally's hair salon? omg... im such a sucker ,caved in and bought some iphone apps sally is day spa sally is hair salon omg im such a sucker,caved bought iphone apps sally day spa sally hair salon omg im sucker
0,Finished the last of the 7 seasons of 'Gilmore Girls'. Miss the Lorelais already. ,finished the last of the seasons of gilmore girls miss the lorelais already,finished last season gilmore girl miss lorelais already
0,the phils lost and brad lidge blew a save ,the phils lost and brad lidge blew a save,phils lost brad lidge blew save
1,@AMLadlad Thank you! ,thank you,thank
0,"@EP31 Ok, you win on that point. ",ok you win on that point,ok win point
0,"Woke up, killer soar throat  It hurts soo bad, i need some tea.",woke up killer soar throat it hurts soo bad i need some tea,woke killer soar throat hurt soo bad need tea
1,@berniegrace hehe good one ,hehe good one,hehe good one
0,&quot;Binthia&quot; is serious now. She hot really quiet and looks mad tired. Kinda feel bad cuz she had to drive after only sleeping a few hours ,quotbinthiaquot is serious now she hot really quiet and looks mad tired kinda feel bad cuz she had to drive after only sleeping a few hours,quotbinthiaquot serious hot really quiet look mad tired kinda feel bad cuz drive sleeping hour
1,@tinawhite75 any evening but Monday and Wednesday... I have class those nites. Otherwise I'm good!  So excited! Do u need ribbon 4 Sheri C,any evening but monday and wednesday i have class those nites otherwise i am good so excited do u need ribbon sheri c,evening monday wednesday class nites otherwise good excited need ribbon sheri
1,@OnlinePublicist Thank you ,thank you,thank
1,"@DanielApt I don't think so. And maybe we should call the cat Flugel after all, I've always wanted to meet a alcoholic cat once ",i do not think so and maybe we should call the cat flugel after all i have always wanted to meet a alcoholic cat once,think maybe call cat flugel always wanted meet alcoholic cat
0,Too much taste for Whores. lol ok i cant make it i need sleep .. hope i wake for work ,too much taste for whores lol ok i cant make it i need sleep hope i wake for work,much taste whore lol ok cant make need sleep hope wake work
1,Now a days it's not good to be married to a liberal I already stay in trouble 4 not agreeing with her even more so now ,now a days it is not good to be married to a liberal i already stay in trouble not agreeing with her even more so now,day good married liberal already stay trouble agreeing even
1,How is everyone on this fine Monday?   what is everyone's opinion of the new Wolverine movie?,how is everyone on this fine monday what is everyone is opinion of the new wolverine movie,everyone fine monday everyone opinion new wolverine movie
0,IS about to take my Daddy to the AirPort ,is about to take my daddy to the airport,take daddy airport
1,i have far to many random updates than im never gonna reaad and HEIIII CHANNELLLE ,i have far to many random updates than im never gonna reaad and heiiii channellle,far many random update im never gon na reaad heiiii channellle
1,@chrisabraham Congratulations on reaching over 7000 followers. You are much loved to have many who support and follow your tweets. ,congratulations on reaching over followers you are much loved to have many who support and follow your tweets,congratulation reaching follower much loved many support follow tweet
0,"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. ",foolishly i typed mrketing in my last tweet but with an a not an now have a shed load of related bots andor twats following me,foolishly typed mrketing last tweet shed load related bot andor twat following
0,@kaylajoysmith it got moved to monday.  sighsigh.,it got moved to monday sighsigh,got moved monday sighsigh
1,@loobeelou nope i am infact superwoman ,nope i am infact superwoman,nope infact superwoman
1,Tonight was supper fun. Chilled with some this cute guy and two pretty girls.  undercover thats always enjoyable. ;),tonight was supper fun chilled with some this cute guy and two pretty girls undercover thats always enjoyable,tonight supper fun chilled cute guy two pretty girl undercover thats always enjoyable
0,"@mallybeauty Can. Not. Wait!  I will stay up to see what goodies you bring, since I am still waitlisted for you TSV.  ",can not wait i will stay up to see what goodies you bring since i am still waitlisted for you tsv,wait stay see goody bring since still waitlisted tsv
0,@DesMouseasaurus  What happened?,what happened,happened
1,lazy friday night with my chicas ,lazy friday night with my chicas,lazy friday night chicas
0,@MissMarty  on a day like today I'd have loved that!  I only got to my lunch at 430 today ,on a day like today i would have loved that i only got to my lunch at today,day like today would loved got lunch today
1,i missed wearing jeans ,i missed wearing jeans,missed wearing jean
0,"@Hoops_angel Yup, sold out...I tried to get another one last week and all gone  Still looking round but nothing yet.",yup sold outi tried to get another one last week and all gone still looking round but nothing yet,yup sold outi tried get another one last week gone still looking round nothing yet
1,@madilovesmerder me 2  My MacBook is packed with GA music haha,me my macbook is packed with ga music haha,macbook packed ga music haha
0,i really need to vomit ,i really need to vomit,really need vomit
1,Just saw Star Trek again and it was just as good as the first time! That says a lot about a movie these days. ,just saw star trek again and it was just as good as the first time that says a lot about a movie these days,saw star trek good first time say lot movie day
0,I accidentally broke my vow 2 not kill any living creature the other day. I stepped on a snail  that was my 1st kill in 2 mnths.I feel bad,i accidentally broke my vow not kill any living creature the other day i stepped on a snail that was my st kill in mnthsi feel bad,accidentally broke vow kill living creature day stepped snail st kill mnthsi feel bad
1,@beautyislikeyea My internet will be up in a day or so once they fix the wiring so I'll be able to send $$ then  Nice seeing you too!,my internet will be up in a day or so once they fix the wiring so i will be able to send then nice seeing you too,internet day fix wiring able send nice seeing
1,@virtualoptions yes @odemagazine is on Twitter ,yes is on twitter,yes twitter
1,"Lovely day in Abingdon, driving to North Yorkshire as soon as we've got everything together, hope Sun stays with us ",lovely day in abingdon driving to north yorkshire as soon as we have got everything together hope sun stays with us,lovely day abingdon driving north yorkshire soon got everything together hope sun stay u
0,No internet at work  I can't fix my resume and email it to the new spot,no internet at work i cannot fix my resume and email it to the new spot,internet work fix resume email new spot
1,Thankfully there's Stanley cup hockey on to help ease my bummed-ness about #Phish. Go #RedWings! Less then 2 hours till the puck drops! ,thankfully there is stanley cup hockey on to help ease my bummedness about phish go redwings less then hours till the puck drops,thankfully stanley cup hockey help ease bummedness phish go redwing less hour till puck drop
1,"Aww, I love Tom Milsom's music. @hexachordal  Think you don't get enough appreciation. ",aww i love tom milsom is music think you do not get enough appreciation,aww love tom milsom music think get enough appreciation
1,"@BrokerSaunders and that is why Jeremy did not ride the bull.  Although I told @jeffx offered $500 to do it.  I said make it $1,000! ",and that is why jeremy did not ride the bull although i told offered to do it i said make it,jeremy ride bull although told offered said make
1,@Cheekz you could always go to Seattle - I think they should have some cool places? ,you could always go to seattle i think they should have some cool places,could always go seattle think cool place
1,chateando  jeje,chateando jeje,chateando jeje
1,"and to clear it up...this wasn't an insult...  love ya  (could you say to clear sth up...also, etwas klarstellen ? )",and to clear it upthis was not an insult love ya could you say to clear sth upalso etwas klarstellen,clear upthis insult love ya could say clear sth upalso etwas klarstellen
0,"Election is going bad  Go and vote, what he hell is wrong with you?!",election is going bad go and vote what he hell is wrong with you,election going bad go vote hell wrong
0,"@f_nadzirah cant sleep,go online! hahaha @bobbyden and @faidchong misses you too ",cant sleepgo online hahaha and misses you too,cant sleepgo online hahaha miss
0,@tomasekeli I agree...kids get so sad when they're sick. ,i agreekids get so sad when they are sick,agreekids get sad sick
0,Im having weight issues  im upset and scared. [AyshiakiAyana],im having weight issues im upset and scared ayshiakiayana,im weight issue im upset scared ayshiakiayana
1,kenny chesney concert was amazing!! i LOVE sugarland! ,kenny chesney concert was amazing i love sugarland,kenny chesney concert amazing love sugarland
1,last night was well good  Charlotte &amp; Imogens are awesome.,last night was well good charlotte amp imogens are awesome,last night well good charlotte amp imogens awesome
1,@KillaaBeex Haha sure  doritos are yummy! especially chilli heatwave haha XD,haha sure doritos are yummy especially chilli heatwave haha xd,haha sure doritos yummy especially chilli heatwave haha xd
0,work was horrible. so damn busy. why???WHY?????? sore now ,work was horrible so damn busy whywhy sore now,work horrible damn busy whywhy sore
1,"@fadedmoon wow. i will need to adjust my sleep. or just wake up like this. at odd times.  well i do that anyway, its how i roll hehe ",wow i will need to adjust my sleep or just wake up like this at odd times well i do that anyway its how i roll hehe,wow need adjust sleep wake like odd time well anyway roll hehe
0,"@torilovesbradie definitely, or even just &quot;i'll call you&quot;, they never do  how was ur day? xx",definitely or even just quoti will call youquot they never do how was ur day xx,definitely even quoti call youquot never ur day xx
0,"@GreyEyes No FF for me this week as Im only working half day and no iron  and, Timeonline is due by noon today (Sat shift is on this pay)",no ff for me this week as im only working half day and no iron and timeonline is due by noon today sat shift is on this pay,ff week im working half day iron timeonline due noon today sat shift pay
1,Just met a friend I like! She's one of my friends I went to Franbe with   Talking with her made me happy.,just met a friend i like she is one of my friends i went to franbe with talking with her made me happy,met friend like one friend went franbe talking made happy
1,Just came back from watching my brothers play seven hours of volleyball with @jacquelinecano &amp; Alex Smith.  Fun but very long and tiring.,just came back from watching my brothers play seven hours of volleyball with amp alex smith fun but very long and tiring,came back watching brother play seven hour volleyball amp alex smith fun long tiring
1,@TheSUPERGIRL Maybe ill make a video and show ya what this beautiful place is all about ,maybe ill make a video and show ya what this beautiful place is all about,maybe ill make video show ya beautiful place
1,"@itsconcon Lol, that's what i do too, just travel to school everyday, and fridays and weekends off ",lol that is what i do too just travel to school everyday and fridays and weekends off,lol travel school everyday friday weekend
1,@Mennard You're welcome...most enjoyable to read  x,you are welcomemost enjoyable to read x,welcomemost enjoyable read
0,Everyone's talking about the goodies at #BEA09.  I wanna be there.  ,everyone is talking about the goodies at bea i wanna be there,everyone talking goody bea wan na
0,Just spent a frustrating 3hrs getting 3.0. Does anyone know how to get my apps back in line? They are scattered across 11 pages ,just spent a frustrating hrs getting does anyone know how to get my apps back in line they are scattered across pages,spent frustrating hr getting anyone know get apps back line scattered across page
0,Just finished Day 2 of 3-day retreat. Good content but no web access and near north pole. Have to drive car instead of cycle ,just finished day of day retreat good content but no web access and near north pole have to drive car instead of cycle,finished day day retreat good content web access near north pole drive car instead cycle
1,@everabstract We're having Leeky Linguine with shrimp and sour dough bread on the side. It's super easy to cook and tastes delicious ,we are having leeky linguine with shrimp and sour dough bread on the side it is super easy to cook and tastes delicious,leeky linguine shrimp sour dough bread side super easy cook taste delicious
1,"@Linkey obviors, al desayuno  oye, british, te quedan 3 meses en Shile!",obviors al desayuno oye british te quedan meses en shile,obviors al desayuno oye british te quedan meses en shile
0,@JeepGirlYJ94 I broke my arm ,i broke my arm,broke arm
1,ahaha muy bueno http://bit.ly/NXMY7  the lion sleep tonight ,ahaha muy bueno the lion sleep tonight,ahaha muy bueno lion sleep tonight
1,@fattysammy Is perfectly cooked and delicious not an option? ,is perfectly cooked and delicious not an option,perfectly cooked delicious option
0,Them` long` nuong ,them long nuong,long nuong
1,@laurasap Still Learning... But Always Want To Rock! Whoot! hehe  LOL,still learning but always want to rock whoot hehe lol,still learning always want rock whoot hehe lol
1,Mojitos are really good.  Hanging out with the Covas family for Brittaney's graduation.  ,mojitos are really good hanging out with the covas family for brittaney is graduation,mojitos really good hanging covas family brittaney graduation
0,"@EsmeCullenRPG @AliceCullenRPG Off to hunt, ladies! See you later. (OOC: doc appt and work time  I'll be on around 4 my time!)",off to hunt ladies see you later ooc doc appt and work time i will be on around my time,hunt lady see later ooc doc appt work time around time
1,@emilypoe Thanks!  ,thanks,thanks
1,@Leslie2823 I still have the blackjack ,i still have the blackjack,still blackjack
0,@RoodKid Ahhh  I loves you too david!!  xxxxxx Miss You ,ahhh i loves you too david xxxxxx miss you,ahhh love david xxxxxx miss
1,@brigittepicot LOL exercise yes. brain gym. yes i did ,lol exercise yes brain gym yes i did,lol exercise yes brain gym yes
1,Buon giorno! After a marathon day yesterday - I don't think the jet lag will be too bad. Coconut gelato is currently my favorite flavor ,buon giorno after a marathon day yesterday i do not think the jet lag will be too bad coconut gelato is currently my favorite flavor,buon giorno marathon day yesterday think jet lag bad coconut gelato currently favorite flavor
1,@BT Aaaaaaaah that sounds Mental ,aaaaaaaah that sounds mental,aaaaaaaah sound mental
0,@jemappellekim it all got a bit messy. When are you back in Melb? Just about to board flight to Adelaide ,it all got a bit messy when are you back in melb just about to board flight to adelaide,got bit messy back melb board flight adelaide
1,@missandree  thanks!  i'm happy with how it turned out,thanks i am happy with how it turned out,thanks happy turned
1,@mileycyrus i voted for you! hope you win some great awards! good luck!!! and praying for you!!! ,i voted for you hope you win some great awards good luck and praying for you,voted hope win great award good luck praying
0,my replies are soooo slow!!! ,my replies are soooo slow,reply soooo slow
0,"@1225491 That's SO not cool  I am sorry for you. As a Portuguese-Canadian woman, I would like to offer my apologies for her.",that is so not cool i am sorry for you as a portuguesecanadian woman i would like to offer my apologies for her,cool sorry portuguesecanadian woman would like offer apology
0,Waiting for the call.. Nervous.. Anndd I wanna go back 2 sleep. Gotta work tonight ,waiting for the call nervous anndd i wanna go back sleep gotta work tonight,waiting call nervous anndd wan na go back sleep got ta work tonight
1,iPhone SDK &amp; I are going to become friends today. Even if it kills me ,iphone sdk amp i are going to become friends today even if it kills me,iphone sdk amp going become friend today even kill
0,3 cheers for losing the cell phone charger cable ,cheers for losing the cell phone charger cable,cheer losing cell phone charger cable
0,so we came in fourth place for trivia. oh well. ,so we came in fourth place for trivia oh well,came fourth place trivia oh well
1,"@Nonicam that classic help desk response-turn it off, turn it on again! Glad it works now ",that classic help desk responseturn it off turn it on again glad it works now,classic help desk responseturn turn glad work
1,@susanforshner  that exciting huh!!,that exciting huh,exciting huh
1,@colinbaylen you guys! ,you guys,guy
0,@CashCapone now cash u kno I'm not a hater.....jus upset I don't have my update yet ,now cash u kno i am not a haterjus upset i do not have my update yet,cash kno haterjus upset update yet
0,"im soooo bored right now.,.,.,!! ",im soooo bored right now,im soooo bored right
0,"LiLo might be looking for a british best friend, i wanted to be Paris's But they said i was to young  boohoo",lilo might be looking for a british best friend i wanted to be paris is but they said i was to young boohoo,lilo might looking british best friend wanted paris said young boohoo
0,Whew my body is mad about tha workout... I think ill nap when I get home. Its still raining ,whew my body is mad about tha workout i think ill nap when i get home its still raining,whew body mad tha workout think ill nap get home still raining
1,@ cheskalabbyu  thanks for following  take care â¥,cheskalabbyu thanks for following take care,cheskalabbyu thanks following take care
1,is enjoying the beginning of her summer ,is enjoying the beginning of her summer,enjoying beginning summer
0,"@GimmeTOKYO that... Actually looks pretty cool, I wanna play too ",that actually looks pretty cool i wanna play too,actually look pretty cool wan na play
0,"is tired of putting forth soooo much effort, and getting nothing in return. ",is tired of putting forth soooo much effort and getting nothing in return,tired putting forth soooo much effort getting nothing return
0,@GeezusHaberdash Awww   I told you when I would change it. I suggest you try to get in touch w/ Dre's people. LOL,awww i told you when i would change it i suggest you try to get in touch w dre is people lol,awww told would change suggest try get touch dre people lol
1,@Myke329 MAD LATE But GOOD LUCK ,mad late but good luck,mad late good luck
1,'It Ain't Over 'Til It's Over'  â« http://blip.fm/~7f4b7,it ai not over til it is over,ai til
1,"the new moon teaser is great, it must be the new director ; ) jacob is a hottie now! i wanna see the rest of the wolfpack though ",the new moon teaser is great it must be the new director jacob is a hottie now i wanna see the rest of the wolfpack though,new moon teaser great must new director jacob hottie wan na see rest wolfpack though
1,@Osoyb On our birthday i am definatly coming down to regina n we will party it up    cant wait haha ,on our birthday i am definatly coming down to regina n we will party it up cant wait haha,birthday definatly coming regina party cant wait haha
0,"It's 8.40 am, and I have already finished my first half hour of work. Don't know how I did it, brain is still half asleep. ",it is am and i have already finished my first half hour of work do not know how i did it brain is still half asleep,already finished first half hour work know brain still half asleep
0,@threelittletree bummer ,bummer,bummer
1,"Does your skin care routine keep away redness, wrinkles, and acne? Mine does.      www.votrevu.com/socalbeauty  Want FREE samples?",does your skin care routine keep away redness wrinkles and acne mine does want free samples,skin care routine keep away redness wrinkle acne mine want free sample
1,back from the blood test now i get 2 eat ,back from the blood test now i get eat,back blood test get eat
0,@goodlemax hee yepp i have to go to cottage soon  grr.,hee yepp i have to go to cottage soon grr,hee yepp go cottage soon grr
0,WTF?! no pounds lost since I stopped the lemon diet!!!!  sux....,wtf no pounds lost since i stopped the lemon diet sux,wtf pound lost since stopped lemon diet sux
1,@SkiptheZip Thanks.  Hahah well hopefully your internet gets fixed soon...,thanks hahah well hopefully your internet gets fixed soon,thanks hahah well hopefully internet get fixed soon
1,Still cant believe that i'm in Smd! ,still cant believe that i am in smd,still cant believe smd
0,can't find anything nice to wear to da beach ,cannot find anything nice to wear to da beach,find anything nice wear da beach
0,"ooooo that sandwich I had just isn't sitting well.....Haven't felt good at all today, shouldn't of eaten ",ooooo that sandwich i had just is not sitting wellhave not felt good at all today should not of eaten,ooooo sandwich sitting wellhave felt good today eaten
0,@riellaelise OH MY FREAKING GOD I HATE YOU ,oh my freaking god i hate you,oh freaking god hate
0,Now in line for the famous Leng Kee Beef Kuay Teow! 11ppl ahead of me  But fr experience it's always been worth the wait!,now in line for the famous leng kee beef kuay teow ppl ahead of me but fr experience it is always been worth the wait,line famous leng kee beef kuay teow ppl ahead fr experience always worth wait
0,noooooooo movie6.net is being shut down due to 'legal issues'. ,noooooooo movienet is being shut down due to legal issues,noooooooo movienet shut due legal issue
0,"Sitting at work, waiting for the Receptionist to get off lunch so I can go to my dental    I hate it!",sitting at work waiting for the receptionist to get off lunch so i can go to my dental i hate it,sitting work waiting receptionist get lunch go dental hate
0,@mitchelmusso Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!! ,mitchel you have no idea how much i want to call you but it costs loads to call from england,mitchel idea much want call cost load call england
1,"and after all, you're my wonderwall ",and after all you are my wonderwall,wonderwall
0,@jaystewart o_O how could you do that? I feel sick too. Some undiserving person got an apple product. ,oo how could you do that i feel sick too some undiserving person got an apple product,oo could feel sick undiserving person got apple product
1,Today shall be great ,today shall be great,today shall great
0,my nose has slowly gotten more runny throughout the day... am I getting sick? ,my nose has slowly gotten more runny throughout the day am i getting sick,nose slowly gotten runny throughout day getting sick
1,@nerdseyeview oh.my.goodness. I have been saying &quot;prophetess&quot; for years. I think I even screamed it at a concert. SO EMBARRASSED! ,ohmygoodness i have been saying quotprophetessquot for years i think i even screamed it at a concert so embarrassed,ohmygoodness saying quotprophetessquot year think even screamed concert embarrassed
1,@Elijahbutterz got any pics of the whole jacket? ,got any pics of the whole jacket,got pic whole jacket
0,"reading a few chapters of choke, sleep, work. i still feel like shit. ",reading a few chapters of choke sleep work i still feel like shit,reading chapter choke sleep work still feel like shit
1,help! I'm getting addicted to twitter... working at twitting at the same time ,help i am getting addicted to twitter working at twitting at the same time,help getting addicted twitter working twitting time
0,Why are my followers fluc-tu-ting? should my tweets bring more bling? ,why are my followers fluctuting should my tweets bring more bling,follower fluctuting tweet bring bling
0,@chloemichelle15 Yeahhh :'D I can't wait!â¥ â¥ But that's way in July ,yeahhh would i cannot wait but that is way in july,yeahhh would wait way july
0,@amytheallen no... 19  I'd assume they'd check if I actually DID win something,no i would assume they would check if i actually did win something,would assume would check actually win something
0,i wanna take a nap nap but i can't can't because of prom hair  sad,i wanna take a nap nap but i cannot cannot because of prom hair sad,wan na take nap nap prom hair sad
1,"@Lady_Twitster Hey Lady, how you been??? ",hey lady how you been,hey lady
0,@pedroaugusto that was uncalled for ,that was uncalled for,uncalled
0,"Don't like killing my own kind, but tha git wouldn't shut hs trap! Now ta drink in peace!  almost wish Dru was at my side. ",do not like killing my own kind but tha git would not shut hs trap now ta drink in peace almost wish dru was at my side,like killing kind tha git would shut h trap ta drink peace almost wish dru side
1,Observation after 24 hours of Russia.  I think they like being pessimistic here  #rusland2009,observation after hours of russia i think they like being pessimistic here rusland,observation hour russia think like pessimistic rusland
1,"@zownder Fun, my daughter also lead her CS team  I love girl gamers!!!",fun my daughter also lead her cs team i love girl gamers,fun daughter also lead c team love girl gamers
0,Has a really soar throat!  it hurts to breath n swallow ,has a really soar throat it hurts to breath n swallow,really soar throat hurt breath swallow
0,@streetkingpin  wish I was there!,wish i was there,wish
1,"I guess I should dye my hair tonight, since @herrea made it painfully clear to me that my roots are showing.  ",i guess i should dye my hair tonight since made it painfully clear to me that my roots are showing,guess dye hair tonight since made painfully clear root showing
1,@spyn Yeah they are quite uncommon. I only know of them thanks to Gran Turismo ,yeah they are quite uncommon i only know of them thanks to gran turismo,yeah quite uncommon know thanks gran turismo
1,@VasiVallis Vienna Bounce  *bounce-bounce*,vienna bounce bouncebounce,vienna bounce bouncebounce
0,so bored! ,so bored,bored
1,@michaelkyker we did pretty well. We had people all day and made about $160. We are going to have another one in 2 weeks. ,we did pretty well we had people all day and made about we are going to have another one in weeks,pretty well people day made going another one week
1,"Watched He's Just Not That Into You and Slumdog Millionaire. Enjoyed both, the latter more though. ",watched he is just not that into you and slumdog millionaire enjoyed both the latter more though,watched slumdog millionaire enjoyed latter though
0,@mileycyrus What do you do when you like a girl but are afrad to ask them out? I've never had a girlfriend yet ,what do you do when you like a girl but are afrad to ask them out i have never had a girlfriend yet,like girl afrad ask never girlfriend yet
0,loving the new tat but hating no pool for a week ,loving the new tat but hating no pool for a week,loving new tat hating pool week
0,@imcute519 grr I know!!! And especially m/u tutorials. It's like damn! I just put all this on for no reason ,grr i know and especially mu tutorials it is like damn i just put all this on for no reason,grr know especially mu tutorial like damn put reason
0,I guess @mikeyway mad at me because my message to him.He made update a little .I felt guilty myself about .hope im wrong about my thought ,i guess mad at me because my message to himhe made update a little i felt guilty myself about hope im wrong about my thought,guess mad message himhe made update little felt guilty hope im wrong thought
1,@JACKtheTRIPPER hi sweet pea. ,hi sweet pea,hi sweet pea
0,"@abba_ks @suzzzanna I was having awful dream that husband &amp; I were getting remarried, but everything was going wrong at wedding. ",i was having awful dream that husband amp i were getting remarried but everything was going wrong at wedding,awful dream husband amp getting remarried everything going wrong wedding
0,@MomoFali that sucks ...sorry not that it helps ,that sucks sorry not that it helps,suck sorry help
0,I am craving for japanese food ,i am craving for japanese food,craving japanese food
0,I'm tryin to play hookie from work but my boss keeps callin my cell!! LOL! ,i am tryin to play hookie from work but my boss keeps callin my cell lol,tryin play hookie work bos keep callin cell lol
0,ugh sO far day has started Off bad  hOpe it gets better,ugh so far day has started off bad hope it gets better,ugh far day started bad hope get better
0,just finished bade..... surfing online... nutn much to do ,just finished bade surfing online nutn much to do,finished bade surfing online nutn much
0,Omg i want food! I'm gonna be here forever. ,omg i want food i am gonna be here forever,omg want food gon na forever
1,Night all. Only 5 hours of sleep last night &amp; I was cranky ALL day. Short with everyone. Tomorrow I shall have more patience &amp; bk 2 me ,night all only hours of sleep last night amp i was cranky all day short with everyone tomorrow i shall have more patience amp bk me,night hour sleep last night amp cranky day short everyone tomorrow shall patience amp bk
0,not feeling so good anymore after that ride ,not feeling so good anymore after that ride,feeling good anymore ride
1,going outt for supper tn(:    Happy Mothers Dayy ,going outt for supper tn happy mothers dayy,going outt supper tn happy mother dayy
0,i still don't understand you n what is going on (sigh) esp w/all ur confusing &quot;i miss u crap.&quot; i am pissed n in love w/u at the same time ,i still do not understand you n what is going on sigh esp wall ur confusing quoti miss u crapquot i am pissed n in love wu at the same time,still understand going sigh esp wall ur confusing quoti miss crapquot pissed love wu time
0,"i hope i dont fail, i hope i dont need my palmcards to much i am getting off sooon to practice ",i hope i dont fail i hope i dont need my palmcards to much i am getting off sooon to practice,hope dont fail hope dont need palmcards much getting sooon practice
0,i hate sundays ,i hate sundays,hate sunday
1,"is getting ready for a day outside.  I should go out and mow the lawn, and then golfing this afternoon.  ",is getting ready for a day outside i should go out and mow the lawn and then golfing this afternoon,getting ready day outside go mow lawn golfing afternoon
1,I won't get a chance to put in my FOB question in so I'm a little bummed but I'm watching Jim Gaffigan: King Baby so it's all good  BACON!,i will not get a chance to put in my fob question in so i am a little bummed but i am watching jim gaffigan king baby so it is all good bacon,get chance put fob question little bummed watching jim gaffigan king baby good bacon
0,Need To Start Revising Physics ,need to start revising physics,need start revising physic
1,@Pensm Depends which side. Will be either 20&quot; or 31&quot; ,depends which side will be either quot or quot,depends side either quot quot
1,Going to Tramici with her amazing boyfriend! I love you Ford! ,going to tramici with her amazing boyfriend i love you ford,going tramici amazing boyfriend love ford
1,@HaikuKitten The brew looks delicious!  ,the brew looks delicious,brew look delicious
0,@TreeYourWorld shame! and you're so close to launching  oh well the munney grubbers come out when they see a good thing like the 'your',shame and you are so close to launching oh well the munney grubbers come out when they see a good thing like the your,shame close launching oh well munney grubbers come see good thing like
0,This person behind cough like crazy on me. I hope I don't get the swine flu. Pray for me please. ,this person behind cough like crazy on me i hope i do not get the swine flu pray for me please,person behind cough like crazy hope get swine flu pray please
0,#inaperfectworld I would have one last chance ,inaperfectworld i would have one last chance,inaperfectworld would one last chance
0,Our red tail hawk has to go to a rehabilitater now ,our red tail hawk has to go to a rehabilitater now,red tail hawk go rehabilitater
1,is playing around on facebook then im going out before i go to work .  x,is playing around on facebook then im going out before i go to work x,playing around facebook im going go work
1,"At first, I had my doubts that #nextMEDIA tech crowd could pull off the party at Aurora...but damn was I wrong! Goodnight everyone! ",at first i had my doubts that nextmedia tech crowd could pull off the party at aurorabut damn was i wrong goodnight everyone,first doubt nextmedia tech crowd could pull party aurorabut damn wrong goodnight everyone
1,@ironikfans thanks for the follow  x,thanks for the follow x,thanks follow
1,I just too my first breathalizer and passed. Yessss! ,i just too my first breathalizer and passed yessss,first breathalizer passed yessss
0,Nope... didn't make it ,nope did not make it,nope make
1,@dinnerlady LOL! I love ur sense of humor! I'd better nevr let u find out bout my most embarrassing stuff. U'll nevr let me live it down! ,lol i love ur sense of humor i would better nevr let u find out bout my most embarrassing stuff u will nevr let me live it down,lol love ur sense humor would better nevr let find bout embarrassing stuff nevr let live
0,i feel like i'm still in 7th grade. i hate this leveling up thang. if only we can just fail schoool &amp; stay 7thgrade forevahhhhh ,i feel like i am still in th grade i hate this leveling up thang if only we can just fail schoool amp stay thgrade forevahhhhh,feel like still th grade hate leveling thang fail schoool amp stay thgrade forevahhhhh
0,@justen_fong you fail  but i'll help you in math12 next year ,you fail but i will help you in math next year,fail help math next year
0,"@virtualmarketer thanks! ~ I just miss them, cause they are at work.... ",thanks i just miss them cause they are at work,thanks miss cause work
1,getting all the writing off of mee. fun nightt ,getting all the writing off of mee fun nightt,getting writing mee fun nightt
0,Pity my cat. It's too warm for him. He keeps hiding in the shade.  Must suck to have fur on a day like this.,pity my cat it is too warm for him he keeps hiding in the shade must suck to have fur on a day like this,pity cat warm keep hiding shade must suck fur day like
1,Off to explore Buffalo by foot ,off to explore buffalo by foot,explore buffalo foot
1,Goin to church. ,goin to church,goin church
0,"@Dansharon - chilling here, have to get back to chores ",chilling here have to get back to chores,chilling get back chore
